text	label
the comic effects of jealousy 	1
fairytale 	1
is like binging on cotton candy 	1
a monumental achievement 	1
an example of the kind of lush , all-enveloping movie experience 	1
it 's a smart , funny look at an arcane area of popular culture , and if it is n't entirely persuasive , it does give exposure to some talented performers 	1
collateral damage is trash , 	0
witty feature 	1
kitschy goodwill 	1
beautiful , entertaining two hours 	1
funny and human and really 	1
by the dispassionate gantz brothers as ordinary , pasty lumpen 	0
is a question for philosophers , not filmmakers ; all the filmmakers need to do 	1
lack of thematic resonance 	0
a low-key , organic way that encourages you to accept it as life and go with its flow 	1
plot holes 	0
director carl franklin , so crisp and economical in one false move , bogs down in genre cliches here . 	1
, after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers 	1
more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films . 	1
should be complaining when a film clocks in around 90 minutes these days 	0
grievous 	0
once playful and haunting , 	1
chilling and heart-warming 	1
goes a long way toward keeping the picture compelling 	1
but one thing 's for sure : it never comes close to being either funny or scary . 	0
see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' 	0
i have a new favorite musical -- 	1
oddly humorous 	1
city by the sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast . 	0
a waterlogged version of ` fatal attraction ' for the teeny-bopper set ... a sad , soggy potboiler that wastes the talents of its attractive young leads . 	0
stuffy and pretentious 	0
no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish 	0
it goes off the rails in its final 10 or 15 minutes 	0
new york 's finest 	1
twice removed 	1
for the most creative mayhem in a brief amount of time 	1
it 's too long and unfocused . 	0
a smart , nuanced look at de sade and what might have happened at picpus 	1
where the old adage `` be careful what you wish for '' 	0
jim brown , a celebrated wonder in the spotlight 	1
one oscar nomination 	1
funny stuff 	1
a 10-course banquet 	1
disquieting and thought-provoking film 	1
a perfect wildean actor 	1
unrecoverable 	0
is often exquisite 	1
's work as well as a remarkably faithful one 	1
semi-surrealist exploration of the creative act 	1
its considerable power 	1
stifling morality tale 	0
an adventurous young talent 	1
some of the most ravaging , gut-wrenching , frightening war scenes since `` saving private ryan '' 	1
bring fresh good looks and an ease in front of the camera to the work . 	1
banal and 	0
like an extended dialogue exercise in retard 101 	0
a dark-as-pitch comedy that frequently veers into corny sentimentality , probably would not improve much after a therapeutic zap of shock treatment . 	0
touching movie 	1
jacobi , the most fluent of actors , is given relatively dry material from nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive 	0
recycled 	0
the movie eventually gets around to its real emotional business , striking deep chords of sadness . 	1
hell 	0
inane and awful 	0
familiar and predictable 	0
like a party 	1
intriguing bit 	1
almost no organic intrigue 	0
slap her 	0
be thinking about going to see this movie 	1
that tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony 	0
artificiality 	0
efficient 	1
chan wades through putrid writing , direction and timing with a smile that says , ` if i stay positive , maybe i can channel one of my greatest pictures , drunken master . ' 	0
poignant and uplifting 	1
the color sense of stuart little 2 is its most immediate and most obvious pleasure , 	1
sixties-style slickness 	1
is a truly , truly bad movie . 	0
will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche 	0
this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian . 	0
the more you think about the movie , the more you will probably like it . 	1
loosely-connected string 	0
a powerful 1957 drama 	1
to think about the ways we consume pop culture 	1
, some things are immune to the folly of changing taste and attitude . 	0
, it 's quite fun in places . 	1
vivid , thoughtful , unapologetically raw 	1
remains prominent 	1
the story is lacking any real emotional impact , and the plot is both contrived and cliched 	0
the plot is nothing but boilerplate clichés from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times 	0
speak for it while it forces you to ponder anew what a movie can be . 	1
life-embracing 	1
typical junkie opera 	0
overall the halloween series has lost its edge 	0
continues her exploration of the outer limits of raunch with considerable brio 	1
, they go to a picture-perfect beach during sunset . 	1
of a vastly improved germanic version of my big fat greek wedding 	1
how far herzog has fallen 	0
in freshening the play 	1
of delightful hand shadows 	1
, pratfalls , dares , injuries , etc . 	0
so fascinating you wo n't be able to look away for a second 	1
deep down , i realized the harsh reality of my situation : i would leave the theater with a lower i.q. than when i had entered . 	0
will have completely forgotten the movie by the time you get back to your car in the parking lot 	0
void 	0
pulp melodrama 	0
the year 's greatest adventure , and 	1
right direction 	1
serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm . 	1
ick 	0
yourself wishing that you and they were in another movie 	0
pathetic acting , poorly dubbed dialogue and murky cinematography 	0
a decent draft in the auditorium might blow it off the screen 	0
helps keep the proceedings as funny for grown-ups as for rugrats 	1
shows -- reality shows for god 's sake 	0
could n't have brought something fresher to the proceedings simply by accident 	1
